edge_type1	edge_type2	percentage of overlapping predicted edges
Hetionet::CpD::Compound:Disease	Hetionet::AeG::Anatomy:Gene	0.015273477812177501
GNBR::E::Compound:Gene	GNBR::L::Gene:Disease	0.015273477812177501
Hetionet::CuG::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.015273477812177498
DRUGBANK::treats::Compound:Disease	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.015273477812177498
DGIDB::MODULATOR::Gene:Compound	GNBR::K::Compound:Gene	0.015233918128654968
bioarx::DrugHumGen:Compound:Gene	GNBR::Te::Gene:Disease	0.015214998280013759
GNBR::E+::Compound:Gene	GNBR::G::Gene:Disease	0.015214998280013756
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::CuG::Compound:Gene	0.015214998280013754
DGIDB::ANTAGONIST::Gene:Compound	Hetionet::AuG::Anatomy:Gene	0.015214998280013754
bioarx::Coronavirus_ass_host_gene::Disease:Gene	DGIDB::BLOCKER::Gene:Compound	0.015214998280013754
DRUGBANK::treats::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.015210698314413483
DRUGBANK::target::Compound:Gene	GNBR::U::Gene:Disease	0.015200378396972825
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::AuG::Anatomy:Gene	0.01516683866529067
bioarx::VirGenHumGen:Gene:Gene	GNBR::T::Compound:Disease	0.015146198830409354
DRUGBANK::enzyme::Compound:Gene	GNBR::Ud::Gene:Disease	0.01509803921568627
GNBR::Te::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.015087719298245612
DGIDB::CHANNEL BLOCKER::Gene:Compound	Hetionet::CdG::Compound:Gene	0.01508771929824561
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::U::Gene:Disease	0.015056268121283594
GNBR::N::Compound:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.015029239766081866
DGIDB::MODULATOR::Gene:Compound	GNBR::L::Gene:Disease	0.015024939800481594
GNBR::J::Gene:Disease	Hetionet::CtD::Compound:Disease	0.015024939800481592
DGIDB::ANTIBODY::Gene:Compound	GNBR::A-::Compound:Gene	0.015024939800481592
GNBR::J::Gene:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.01501911830859199
bioarx::DrugHumGen:Compound:Gene	GNBR::Pa::Compound:Disease	0.015001719986240109
DRUGBANK::treats::Compound:Disease	STRING::OTHER::Gene:Gene	0.014991400068799447
GNBR::E-::Compound:Gene	Hetionet::DpS::Disease:Symptom	0.01498108015135878
GNBR::B::Compound:Gene	Hetionet::DpS::Disease:Symptom	0.01497076023391812
GNBR::J::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.014932920536635705
GNBR::A+::Compound:Gene	GNBR::X::Gene:Disease	0.014922600619195037
GNBR::U::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.014912280701754379
GNBR::E-::Compound:Gene	GNBR::Md::Gene:Disease	0.014912280701754379
GNBR::E+::Compound:Gene	GNBR::U::Gene:Disease	0.014907980736154104
Hetionet::CtD::Compound:Disease	Hetionet::DaG::Disease:Gene	0.014897660818713444
DRUGBANK::x-atc::Compound:Atc	Hetionet::DaG::Disease:Gene	0.014897660818713444
GNBR::E::Compound:Gene	GNBR::U::Gene:Disease	0.01484950120399036
bioarx::Covid2_acc_host_gene::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.014834881320949426
GNBR::B::Compound:Gene	Hetionet::DaG::Disease:Gene	0.01481596147230822
GNBR::A-::Compound:Gene	Hetionet::GpBP::Gene:Biological Process	0.01481596147230822
DRUGBANK::treats::Compound:Disease	STRING::REACTION::Gene:Gene	0.014805641554867556
Hetionet::GpBP::Gene:Biological Process	INTACT::DIRECT INTERACTION::Compound:Gene	0.014780701754385958
DGIDB::INHIBITOR::Gene:Compound	Hetionet::CdG::Compound:Gene	0.014757481940144477
GNBR::Md::Gene:Disease	STRING::INHIBITION::Gene:Gene	0.014753181974544203
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::ASSOCIATION::Compound:Gene	0.014722222222222218
DGIDB::OTHER::Gene:Compound	GNBR::E+::Compound:Gene	0.014699002407980728
GNBR::N::Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.01468868249054007
Hetionet::AuG::Anatomy:Gene	Hetionet::CcSE::Compound:Side Effect	0.014684382524939801
DRUGBANK::x-atc::Compound:Atc	GNBR::Md::Gene:Disease	0.014684382524939801
bioarx::VirGenHumGen:Gene:Gene	DGIDB::MODULATOR::Gene:Compound	0.0146843825249398
GNBR::T::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.014646911396137401
GNBR::G::Gene:Disease	Hetionet::DdG::Disease:Gene	0.01463020295837633
DRUGBANK::enzyme::Compound:Gene	GNBR::J::Gene:Disease	0.01463020295837633
GNBR::Z::Compound:Gene	Hetionet::DpS::Disease:Symptom	0.014630202958376328
DGIDB::AGONIST::Gene:Compound	Hetionet::CuG::Compound:Gene	0.014630202958376328
GNBR::E::Compound:Gene	GNBR::J::Gene:Disease	0.01461988304093567
GNBR::A+::Compound:Gene	Hetionet::GpMF::Gene:Molecular Function	0.014592363261093911
GNBR::G::Gene:Disease	Hetionet::PCiC::Pharmacologic Class:Compound	0.014571723426212586
DGIDB::ANTAGONIST::Gene:Compound	GNBR::O::Compound:Gene	0.014571723426212584
GNBR::Md::Gene:Disease	STRING::REACTION::Gene:Gene	0.014567423460612315
DRUGBANK::target::Compound:Gene	GNBR::Y::Gene:Disease	0.01456742346061231
GNBR::J::Compound:Disease	Hetionet::GpCC::Gene:Cellular Component	0.014533883728930169
DGIDB::AGONIST::Gene:Compound	Hetionet::AeG::Anatomy:Gene	0.014513243894048837
bioarx::DrugHumGen:Compound:Gene	GNBR::U::Gene:Disease	0.014508943928448568
DGIDB::AGONIST::Gene:Compound	GNBR::N::Compound:Gene	0.014502923976608184
DGIDB::INHIBITOR::Gene:Compound	Hetionet::CuG::Compound:Gene	0.014502923976608182
DRUGBANK::enzyme::Compound:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.01449862401100791
bioarx::DrugVirGen:Compound:Gene	Hetionet::CuG::Compound:Gene	0.014498624011007908
GNBR::J::Gene:Disease	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.014492802519118308
bioarx::VirGenHumGen:Gene:Gene	Hetionet::GpCC::Gene:Cellular Component	0.014485724114207083
GNBR::K::Compound:Gene	GNBR::in_tax::Gene:Tax	0.01444444444444444
GNBR::A-::Compound:Gene	GNBR::in_tax::Gene:Tax	0.014444444444444437
GNBR::N::Compound:Gene	GNBR::L::Gene:Disease	0.014444444444444437
GNBR::G::Gene:Disease	Hetionet::DlA::Disease:Anatomy	0.014440144478844164
GNBR::J::Gene:Disease	INTACT::ASSOCIATION::Gene:Gene	0.014434322986954564
DGIDB::OTHER::Gene:Compound	Hetionet::CuG::Compound:Gene	0.014385964912280695
GNBR::E::Compound:Gene	Hetionet::DaG::Disease:Gene	0.014348125214998278
DRUGBANK::x-atc::Compound:Atc	Hetionet::CbG::Compound:Gene	0.014348125214998278
Hetionet::DdG::Disease:Gene	STRING::REACTION::Gene:Gene	0.01431286549707602
GNBR::B::Compound:Gene	GNBR::Pa::Compound:Disease	0.014279325765393876
DRUGBANK::treats::Compound:Disease	STRING::BINDING::Gene:Gene	0.014279325765393874
GNBR::A-::Compound:Gene	Hetionet::DaG::Disease:Gene	0.014254385964912276
bioarx::DrugVirGen:Compound:Gene	bioarx::DrugHumGen:Compound:Gene	0.014250085999312004
DGIDB::ANTIBODY::Gene:Compound	GNBR::B::Compound:Gene	0.014231166150670794
bioarx::VirGenHumGen:Gene:Gene	DRUGBANK::target::Compound:Gene	0.014231166150670792
GNBR::K::Compound:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.014231166150670788
GNBR::A+::Compound:Gene	GNBR::G::Gene:Disease	0.014220846233230128
DGIDB::OTHER::Gene:Compound	INTACT::ASSOCIATION::Compound:Gene	0.014195906432748531
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::DaG::Disease:Gene	0.014172686618507046
GNBR::Te::Gene:Disease	Hetionet::CbG::Compound:Gene	0.014162366701066388
DRUGBANK::enzyme::Compound:Gene	Hetionet::GpPW::Gene:Pathway	0.014162366701066386
DRUGBANK::target::Compound:Gene	GNBR::Pa::Compound:Disease	0.014122807017543856
DRUGBANK::x-atc::Compound:Atc	GNBR::E+::Compound:Gene	0.014103887168902644
bioarx::VirGenHumGen:Gene:Gene	GNBR::Pr::Compound:Disease	0.01409958720330237
DGIDB::ACTIVATOR::Gene:Compound	GNBR::E-::Compound:Gene	0.014093567251461986
DRUGBANK::enzyme::Compound:Gene	Hetionet::GpBP::Gene:Biological Process	0.014076367389060887
GNBR::Pr::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.01406211607449997
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::GpCC::Gene:Cellular Component	0.01403508771929824
GNBR::L::Gene:Disease	Hetionet::DdG::Disease:Gene	0.0139766081871345
GNBR::A+::Compound:Gene	GNBR::U::Gene:Disease	0.013976608187134499
GNBR::E+::Compound:Gene	GNBR::in_tax::Gene:Tax	0.013976608187134497
bioarx::DrugVirGen:Compound:Gene	GNBR::J::Gene:Disease	0.013938768489852078
DGIDB::AGONIST::Gene:Compound	GNBR::E::Compound:Gene	0.013918128654970757
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::B::Compound:Gene	0.013918128654970753
bioarx::DrugHumGen:Compound:Gene	DGIDB::BINDER::Gene:Compound	0.013918128654970753
Hetionet::GpCC::Gene:Cellular Component	STRING::CATALYSIS::Gene:Gene	0.013913828689370482
GNBR::O::Compound:Gene	Hetionet::GpBP::Gene:Biological Process	0.013890608875128996
DGIDB::AGONIST::Gene:Compound	GNBR::E-::Compound:Gene	0.013859649122807014
DGIDB::ANTAGONIST::Gene:Compound	GNBR::B::Compound:Gene	0.013859649122807014
Hetionet::DpS::Disease:Symptom	Hetionet::DuG::Disease:Gene	0.01385964912280701
DGIDB::ACTIVATOR::Gene:Compound	INTACT::ASSOCIATION::Compound:Gene	0.01385964912280701
GNBR::K::Compound:Gene	Hetionet::GpBP::Gene:Biological Process	0.013845029239766079
DGIDB::ANTIBODY::Gene:Compound	GNBR::A+::Compound:Gene	0.013845029239766079
GNBR::A-::Compound:Gene	GNBR::L::Gene:Disease	0.013801169590643269
DRUGBANK::enzyme::Compound:Gene	GNBR::in_tax::Gene:Tax	0.013786549707602333
GNBR::O::Compound:Gene	Hetionet::DaG::Disease:Gene	0.01376332989336085
GNBR::J::Gene:Disease	GNBR::I::Gene:Gene	0.013757508401471248
GNBR::X::Gene:Disease	Hetionet::DrD::Disease:Disease	0.013753009975920192
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::A-::Compound:Gene	0.013728070175438591
GNBR::E-::Compound:Gene	GNBR::T::Compound:Disease	0.01369453044375645
Hetionet::GpBP::Gene:Biological Process	Hetionet::DuG::Disease:Gene	0.013694530443756448
GNBR::J::Gene:Disease	GNBR::B::Gene:Gene	0.013659469185784973
DRUGBANK::x-atc::Compound:Atc	GNBR::E::Compound:Gene	0.013636050911592706
GNBR::J::Gene:Disease	Hetionet::CpD::Compound:Disease	0.013613199665831244
GNBR::N::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.01357757137942896
GNBR::Y::Gene:Disease	Hetionet::CbG::Compound:Gene	0.013577571379428959
GNBR::B::Compound:Gene	GNBR::in_tax::Gene:Tax	0.013519091847265217
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::in_tax::Gene:Tax	0.013519091847265217
DGIDB::MODULATOR::Gene:Compound	GNBR::X::Gene:Disease	0.013519091847265217
DGIDB::INHIBITOR::Gene:Compound	Hetionet::DaG::Disease:Gene	0.013514791881664944
GNBR::in_tax::Gene:Tax	INTACT::ASSOCIATION::Compound:Gene	0.013479532163742687
GNBR::E+::Compound:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.013460612315101475
GNBR::A+::Compound:Gene	GNBR::Md::Gene:Disease	0.013460612315101475
DGIDB::ACTIVATOR::Gene:Compound	GNBR::Z::Compound:Gene	0.013460612315101475
Hetionet::CtD::Compound:Disease	Hetionet::DuG::Disease:Gene	0.013460612315101473
GNBR::E-::Compound:Gene	GNBR::J::Gene:Disease	0.013450292397660815
DGIDB::BLOCKER::Gene:Compound	Hetionet::DpS::Disease:Symptom	0.013450292397660813
GNBR::in_tax::Gene:Tax	Hetionet::CdG::Compound:Gene	0.01344599243206054
GNBR::Md::Gene:Disease	Hetionet::CpD::Compound:Disease	0.013397832817337457
Hetionet::CcSE::Compound:Side Effect	INTACT::DIRECT INTERACTION::Compound:Gene	0.013391812865497073
DGIDB::BINDER::Gene:Compound	GNBR::B::Compound:Gene	0.013391812865497073
GNBR::Z::Compound:Gene	GNBR::in_tax::Gene:Tax	0.013391812865497071
DRUGBANK::x-atc::Compound:Atc	INTACT::ASSOCIATION::Compound:Gene	0.013391812865497071
GNBR::A+::Compound:Gene	Hetionet::DpS::Disease:Symptom	0.013391812865497068
bioarx::DrugVirGen:Compound:Gene	GNBR::K::Compound:Gene	0.0133875128998968
Hetionet::DdG::Disease:Gene	Hetionet::GpCC::Gene:Cellular Component	0.013387512899896798
GNBR::Z::Compound:Gene	GNBR::L::Gene:Disease	0.013333333333333329
GNBR::N::Compound:Gene	GNBR::U::Gene:Disease	0.013333333333333329
DGIDB::ANTAGONIST::Gene:Compound	GNBR::E+::Compound:Gene	0.013333333333333329
DGIDB::BINDER::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.013333333333333326
DGIDB::OTHER::Gene:Compound	Hetionet::CdG::Compound:Gene	0.013329033367733055
DGIDB::MODULATOR::Gene:Compound	GNBR::A+::Compound:Gene	0.013318713450292395
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	STRING::CATALYSIS::Gene:Gene	0.013295493636050912
GNBR::N::Compound:Gene	Hetionet::DpS::Disease:Symptom	0.013274853801169585
bioarx::DrugVirGen:Compound:Gene	DRUGBANK::carrier::Compound:Gene	0.013260233918128653
GNBR::E::Compound:Gene	GNBR::Pa::Compound:Disease	0.013255933952528378
Hetionet::AuG::Anatomy:Gene	STRING::CATALYSIS::Gene:Gene	0.013237014103887166
bioarx::DrugVirGen:Compound:Gene	GNBR::Y::Gene:Disease	0.013232714138286894
DRUGBANK::treats::Compound:Disease	STRING::PTMOD::Gene:Gene	0.013226694186446508
Hetionet::CuG::Compound:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.013201754385964907
GNBR::Md::Gene:Disease	GNBR::W::Gene:Gene	0.013197454420364636
GNBR::X::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.013178534571723424
DRUGBANK::x-atc::Compound:Atc	GNBR::O::Compound:Gene	0.013178534571723424
Hetionet::GpBP::Gene:Biological Process	Hetionet::CbG::Compound:Gene	0.013168214654282764
GNBR::Z::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.013143274853801165
GNBR::D::Gene:Disease	Hetionet::GpCC::Gene:Cellular Component	0.013109735122119022
GNBR::C::Compound:Disease	INTACT::ASSOCIATION::Compound:Gene	0.013109735122119022
DRUGBANK::carrier::Compound:Gene	GNBR::Y::Gene:Disease	0.013109735122119019
GNBR::J::Gene:Disease	GNBR::W::Gene:Gene	0.013074673864147547
Hetionet::DaG::Disease:Gene	Hetionet::GpCC::Gene:Cellular Component	0.013061575507395937
GNBR::N::Compound:Gene	Hetionet::GpPW::Gene:Pathway	0.013061575507395937
DGIDB::ACTIVATOR::Gene:Compound	GNBR::E::Compound:Gene	0.013061575507395937
GNBR::O::Compound:Gene	Hetionet::CtD::Compound:Disease	0.01305125558995528
GNBR::A-::Compound:Gene	Hetionet::CtD::Compound:Disease	0.013051255589955277
GNBR::X::Gene:Disease	Hetionet::CtD::Compound:Disease	0.013051255589955275
Hetionet::DrD::Disease:Disease	Hetionet::DaG::Disease:Gene	0.013040935672514617
GNBR::Pr::Compound:Disease	Hetionet::CdG::Compound:Gene	0.013040935672514617
GNBR::Y::Gene:Disease	Hetionet::CpD::Compound:Disease	0.01302373581011352
GNBR::J::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.012992776057791535
DRUGBANK::carrier::Compound:Gene	Hetionet::GpPW::Gene:Pathway	0.012992776057791535
GNBR::E+::Compound:Gene	GNBR::J::Gene:Disease	0.012992776057791533
GNBR::A-::Compound:Gene	GNBR::Y::Gene:Disease	0.012992776057791533
DRUGBANK::treats::Compound:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.012992776057791533
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::D::Gene:Disease	0.012992776057791533
bioarx::DrugHumGen:Compound:Gene	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.012992776057791533
GNBR::K::Compound:Gene	GNBR::C::Compound:Disease	0.01298847609219126
DGIDB::MODULATOR::Gene:Compound	GNBR::Te::Gene:Disease	0.012982456140350875
GNBR::Te::Gene:Disease	Hetionet::CcSE::Compound:Side Effect	0.012934296525627791
DGIDB::PARTIAL AGONIST::Gene:Compound	Hetionet::DaG::Disease:Gene	0.01293429652562779
GNBR::J::Gene:Disease	STRING::REACTION::Gene:Gene	0.012924175068137917
GNBR::in_tax::Gene:Tax	Hetionet::GpCC::Gene:Cellular Component	0.012923976608187133
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	INTACT::DIRECT INTERACTION::Compound:Gene	0.012923976608187133
Hetionet::GpCC::Gene:Cellular Component	Hetionet::DuG::Disease:Gene	0.012923976608187131
DRUGBANK::x-atc::Compound:Atc	GNBR::K::Compound:Gene	0.012923976608187131
GNBR::A-::Compound:Gene	GNBR::D::Gene:Disease	0.01292397660818713
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::E+::Compound:Gene	0.01292397660818713
GNBR::N::Compound:Gene	Hetionet::GpBP::Gene:Biological Process	0.012919676642586858
GNBR::A+::Compound:Gene	GNBR::C::Compound:Disease	0.012919676642586857
Hetionet::CbG::Compound:Gene	Hetionet::GpMF::Gene:Molecular Function	0.012909356725146197
DGIDB::MODULATOR::Gene:Compound	GNBR::J::Gene:Disease	0.012875816993464047
GNBR::A-::Compound:Gene	GNBR::G::Gene:Disease	0.012875816993464044
GNBR::J::Gene:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.012867585630743526
GNBR::Y::Gene:Disease	INTACT::DIRECT INTERACTION::Compound:Gene	0.012865497076023389
GNBR::A+::Compound:Gene	GNBR::in_tax::Gene:Tax	0.012865497076023387
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::A+::Compound:Gene	0.012865497076023387
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::E+::Compound:Gene	0.012865497076023387
DGIDB::ANTAGONIST::Gene:Compound	GNBR::A-::Compound:Gene	0.012865497076023387
Hetionet::GpBP::Gene:Biological Process	Hetionet::DlA::Disease:Anatomy	0.012861197110423113
DGIDB::PARTIAL AGONIST::Gene:Compound	Hetionet::DpS::Disease:Symptom	0.012861197110423113
GNBR::N::Compound:Gene	GNBR::Pa::Compound:Disease	0.012850877192982455
GNBR::A-::Compound:Gene	GNBR::X::Gene:Disease	0.012807017543859645
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::A+::Compound:Gene	0.012807017543859645
GNBR::Y::Gene:Disease	Hetionet::DaG::Disease:Gene	0.012807017543859642
GNBR::A-::Compound:Gene	GNBR::Te::Gene:Disease	0.012807017543859642
GNBR::N::Compound:Gene	Hetionet::CtD::Compound:Disease	0.012792397660818711
GNBR::N::Compound:Gene	GNBR::T::Compound:Disease	0.012733918128654969
Hetionet::GpBP::Gene:Biological Process	INTACT::ASSOCIATION::Compound:Gene	0.012733918128654965
GNBR::T::Compound:Disease	Hetionet::CbG::Compound:Gene	0.012733918128654965
bioarx::VirGenHumGen:Gene:Gene	GNBR::Sa::Compound:Disease	0.01272101823185414
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::CdG::Compound:Gene	0.012710698314413484
Hetionet::CpD::Compound:Disease	Hetionet::DuG::Disease:Gene	0.012690058479532156
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::GpPW::Gene:Pathway	0.012690058479532156
GNBR::Md::Gene:Disease	STRING::BINDING::Gene:Gene	0.012671138630890953
GNBR::E+::Compound:Gene	GNBR::Md::Gene:Disease	0.01265221878224974
GNBR::in_tax::Gene:Tax	Hetionet::CuG::Compound:Gene	0.012652218782249737
bioarx::Coronavirus_ass_host_gene::Disease:Gene	DGIDB::MODULATOR::Gene:Compound	0.01261695906432748
GNBR::Md::Gene:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.012612659098727209
DRUGBANK::ddi-interactor-in::Compound:Compound	GNBR::J::Gene:Disease	0.012606837606837607
GNBR::N::Compound:Gene	GNBR::Md::Gene:Disease	0.012593739250085995
bioarx::VirGenHumGen:Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.012593739250085995
Hetionet::PCiC::Pharmacologic Class:Compound	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.012593739250085993
GNBR::Md::Gene:Disease	STRING::CATALYSIS::Gene:Gene	0.012589439284485722
GNBR::Pa::Compound:Disease	GNBR::D::Gene:Disease	0.012579119367045062
Hetionet::DpS::Disease:Symptom	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.012535259717922251
GNBR::A-::Compound:Gene	GNBR::Ud::Gene:Disease	0.012535259717922251
DGIDB::BLOCKER::Gene:Compound	GNBR::in_tax::Gene:Tax	0.012535259717922251
DRUGBANK::target::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.012524939800481593
bioarx::DrugHumGen:Compound:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.012524939800481593
Hetionet::AdG::Anatomy:Gene	STRING::CATALYSIS::Gene:Gene	0.012524939800481591
GNBR::N::Compound:Gene	GNBR::J::Gene:Disease	0.012524939800481591
bioarx::HumGenHumGen:Gene:Gene	DRUGBANK::treats::Compound:Disease	0.012524939800481591
GNBR::K::Compound:Gene	GNBR::T::Compound:Disease	0.01252063983488132
Hetionet::DaG::Disease:Gene	STRING::REACTION::Gene:Gene	0.012514619883040933
GNBR::Sa::Compound:Disease	Hetionet::AeG::Anatomy:Gene	0.01246646026831785
GNBR::Z::Compound:Gene	Hetionet::DaG::Disease:Gene	0.01246646026831785
GNBR::E+::Compound:Gene	GNBR::L::Gene:Disease	0.01246646026831785
GNBR::Md::Gene:Disease	STRING::ACTIVATION::Gene:Gene	0.012462160302717578
GNBR::Ud::Gene:Disease	Hetionet::DuG::Disease:Gene	0.01245614035087719
GNBR::Te::Gene:Disease	Hetionet::DrD::Disease:Disease	0.01245614035087719
DGIDB::ANTIBODY::Gene:Compound	GNBR::O::Compound:Gene	0.012407980736154107
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::O::Compound:Gene	0.012407980736154105
bioarx::VirGenHumGen:Gene:Gene	GNBR::J::Compound:Disease	0.012407980736154105
Hetionet::DaG::Disease:Gene	Hetionet::CpD::Compound:Disease	0.012397660818713446
DRUGBANK::treats::Compound:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.012397660818713446
DRUGBANK::x-atc::Compound:Atc	DRUGBANK::carrier::Compound:Gene	0.012349501203990363
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::Ud::Gene:Disease	0.01234950120399036
DRUGBANK::target::Compound:Gene	GNBR::in_tax::Gene:Tax	0.012339181286549704
DGIDB::BINDER::Gene:Compound	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.012339181286549704
GNBR::N::Compound:Gene	GNBR::in_tax::Gene:Tax	0.0123391812865497
bioarx::DrugHumGen:Compound:Gene	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.0123391812865497
DRUGBANK::target::Compound:Gene	GNBR::X::Gene:Disease	0.012334881320949431
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::N::Compound:Gene	0.01233488132094943
Hetionet::GpBP::Gene:Biological Process	Hetionet::CuG::Compound:Gene	0.012324561403508773
DRUGBANK::x-atc::Compound:Atc	GNBR::Ud::Gene:Disease	0.01232456140350877
Hetionet::GpCC::Gene:Cellular Component	Hetionet::AeG::Anatomy:Gene	0.012280701754385961
DGIDB::OTHER::Gene:Compound	GNBR::A-::Compound:Gene	0.012280701754385961
DGIDB::ANTAGONIST::Gene:Compound	INTACT::ASSOCIATION::Compound:Gene	0.012280701754385958
DGIDB::AGONIST::Gene:Compound	Hetionet::DaG::Disease:Gene	0.012280701754385956
GNBR::Pr::Compound:Disease	GNBR::J::Gene:Disease	0.012261781905744753
DGIDB::CHANNEL BLOCKER::Gene:Compound	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.01222222222222222
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.012207602339181285
GNBR::Ud::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.012163742690058472
Hetionet::GpCC::Gene:Cellular Component	STRING::BINDING::Gene:Gene	0.012149122807017541
GNBR::B::Compound:Gene	GNBR::C::Compound:Disease	0.012125902992776057
GNBR::A-::Compound:Gene	Hetionet::GpPW::Gene:Pathway	0.012125902992776057
GNBR::E+::Compound:Gene	Hetionet::DaG::Disease:Gene	0.012125902992776055
DRUGBANK::target::Compound:Gene	GNBR::L::Gene:Disease	0.012115583075335397
GNBR::O::Compound:Gene	GNBR::Pa::Compound:Disease	0.012105263157894737
GNBR::Md::Gene:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.012086343309253525
GNBR::Md::Gene:Disease	GNBR::E::Gene:Gene	0.012086343309253525
GNBR::Md::Gene:Disease	GNBR::I::Gene:Gene	0.012086343309253525
GNBR::Md::Gene:Disease	GNBR::B::Gene:Gene	0.012086343309253525
GNBR::A-::Compound:Gene	Hetionet::DpS::Disease:Symptom	0.012067423460612315
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::GpBP::Gene:Biological Process	0.012067423460612313
GNBR::C::Compound:Disease	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.012057103543171653
bioarx::DrugHumGen:Compound:Gene	GNBR::J::Compound:Disease	0.012057103543171653
GNBR::J::Gene:Disease	STRING::BINDING::Gene:Gene	0.012034252297410192
GNBR::J::Gene:Disease	STRING::OTHER::Gene:Gene	0.012034252297410192
GNBR::J::Gene:Disease	GNBR::V+::Gene:Gene	0.012034252297410192
DRUGBANK::x-atc::Compound:Atc	GNBR::A+::Compound:Gene	0.012008943928448567
GNBR::K::Compound:Gene	GNBR::Mp::Compound:Disease	0.011998624011007908
DRUGBANK::treats::Compound:Disease	Hetionet::GiG::Gene:Gene	0.011998624011007908
GNBR::Te::Gene:Disease	STRING::PTMOD::Gene:Gene	0.01198830409356725
bioarx::HumGenHumGen:Gene:Gene	GNBR::J::Gene:Disease	0.011975772765246449
GNBR::G::Gene:Disease	Hetionet::CcSE::Compound:Side Effect	0.011940144478844167
GNBR::Y::Gene:Disease	INTACT::ASSOCIATION::Compound:Gene	0.011940144478844167
GNBR::Z::Compound:Gene	Hetionet::GpPW::Gene:Pathway	0.011940144478844165
DRUGBANK::carrier::Compound:Gene	Hetionet::CcSE::Compound:Side Effect	0.011940144478844164
bioarx::DrugHumGen:Compound:Gene	Hetionet::DpS::Disease:Symptom	0.011940144478844164
