relation_1	relation_2	pair-wise relation embedding cosine similarity
DGIDB::AGONIST::Gene:Compound	Hetionet::GiG::Gene:Gene	0.07572980225086212
DRUGBANK::enzyme::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.07571066170930862
STRING::CATALYSIS::Gene:Gene	STRING::BINDING::Gene:Gene	0.07560309767723083
DGIDB::INHIBITOR::Gene:Compound	Hetionet::GiG::Gene:Gene	0.07552265375852585
GNBR::X::Gene:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0751609057188034
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::in_tax::Gene:Tax	0.07510246336460114
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::in_tax::Gene:Tax	0.0748271495103836
bioarx::HumGenHumGen:Gene:Gene	DRUGBANK::treats::Compound:Disease	0.07479608058929443
DRUGBANK::x-atc::Compound:Atc	GNBR::E::Gene:Gene	0.0747605711221695
Hetionet::GiG::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.07473760098218918
DRUGBANK::x-atc::Compound:Atc	GNBR::Y::Gene:Disease	0.07447140663862228
Hetionet::DrD::Disease:Disease	INTACT::COLOCALIZATION::Gene:Gene	0.07434576749801636
GNBR::Ud::Gene:Disease	Hetionet::GiG::Gene:Gene	0.0742749571800232
GNBR::E::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.07405050843954086
DRUGBANK::x-atc::Compound:Atc	GNBR::L::Gene:Disease	0.07402779906988144
DRUGBANK::enzyme::Compound:Gene	GNBR::E::Gene:Gene	0.07397524267435074
DGIDB::OTHER::Gene:Compound	GNBR::B::Gene:Gene	0.07390152662992477
GNBR::L::Gene:Disease	STRING::INHIBITION::Gene:Gene	0.07373559474945068
Hetionet::DaG::Disease:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.07369730621576309
DGIDB::MODULATOR::Gene:Compound	GNBR::H::Gene:Gene	0.0736778974533081
DGIDB::ANTAGONIST::Gene:Compound	Hetionet::DpS::Disease:Symptom	0.07353879511356354
DGIDB::INHIBITOR::Gene:Compound	GNBR::H::Gene:Gene	0.07326460629701614
GNBR::A-::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.07318909466266632
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::Gr>G::Gene:Gene	0.07286718487739563
DRUGBANK::x-atc::Compound:Atc	GNBR::G::Gene:Disease	0.07284273207187653
bioarx::VirGenHumGen:Gene:Gene	STRING::BINDING::Gene:Gene	0.07266102731227875
DRUGBANK::treats::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.07256344705820084
DRUGBANK::x-atc::Compound:Atc	GNBR::X::Gene:Disease	0.07208510488271713
GNBR::I::Gene:Gene	GNBR::H::Gene:Gene	0.07197122275829315
GNBR::E+::Gene:Gene	Hetionet::CdG::Compound:Gene	0.07175594568252563
Hetionet::CtD::Compound:Disease	STRING::EXPRESSION::Gene:Gene	0.0717136412858963
GNBR::in_tax::Gene:Tax	STRING::REACTION::Gene:Gene	0.07144320756196976
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::GiG::Gene:Gene	0.07133948802947998
Hetionet::DdG::Disease:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.07105709612369537
Hetionet::GpPW::Gene:Pathway	STRING::INHIBITION::Gene:Gene	0.0710117369890213
bioarx::HumGenHumGen:Gene:Gene	DRUGBANK::target::Compound:Gene	0.07095354050397873
GNBR::G::Gene:Disease	STRING::INHIBITION::Gene:Gene	0.07052896916866302
GNBR::B::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.07042702287435532
GNBR::I::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0702851191163063
bioarx::HumGenHumGen:Gene:Gene	Hetionet::GcG::Gene:Gene	0.07026074826717377
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::Rg::Gene:Gene	0.07021500915288925
DRUGBANK::x-atc::Compound:Atc	GNBR::Rg::Gene:Gene	0.06997299194335938
GNBR::Pr::Compound:Disease	GNBR::E::Gene:Gene	0.06988140940666199
bioarx::HumGenHumGen:Gene:Gene	Hetionet::CuG::Compound:Gene	0.06977708637714386
bioarx::HumGenHumGen:Gene:Gene	DRUGBANK::ddi-interactor-in::Compound:Compound	0.06974587589502335
GNBR::H::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.06968890130519867
Hetionet::CcSE::Compound:Side Effect	STRING::ACTIVATION::Gene:Gene	0.06958277523517609
bioarx::HumGenHumGen:Gene:Gene	GNBR::A-::Compound:Gene	0.06901802122592926
GNBR::E::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.06880424171686172
Hetionet::CdG::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.06876220554113388
GNBR::V+::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.06873580068349838
bioarx::Coronavirus_ass_host_gene::Disease:Gene	DRUGBANK::ddi-interactor-in::Compound:Compound	0.06865718960762024
Hetionet::GpMF::Gene:Molecular Function	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.06857900321483612
bioarx::HumGenHumGen:Gene:Gene	GNBR::A+::Compound:Gene	0.06853826344013214
bioarx::HumGenHumGen:Gene:Gene	GNBR::Z::Compound:Gene	0.06851634383201599
GNBR::U::Gene:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.06851521879434586
bioarx::HumGenHumGen:Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.06850861757993698
DRUGBANK::x-atc::Compound:Atc	GNBR::J::Gene:Disease	0.0684565082192421
Hetionet::PCiC::Pharmacologic Class:Compound	Hetionet::DuG::Disease:Gene	0.06836647540330887
GNBR::E+::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.06832663714885712
bioarx::DrugHumGen:Compound:Gene	GNBR::E::Gene:Gene	0.06813555955886841
GNBR::W::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.06811931729316711
GNBR::Ud::Gene:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0680815652012825
STRING::OTHER::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.06787043809890747
DGIDB::INHIBITOR::Gene:Compound	STRING::INHIBITION::Gene:Gene	0.06764637678861618
GNBR::V+::Gene:Gene	GNBR::W::Gene:Gene	0.0676276683807373
bioarx::HumGenHumGen:Gene:Gene	GNBR::E+::Compound:Gene	0.06749248504638672
Hetionet::AdG::Anatomy:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.06747447699308395
Hetionet::GiG::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.06737968325614929
DRUGBANK::x-atc::Compound:Atc	GNBR::Md::Gene:Disease	0.06736286729574203
GNBR::E+::Compound:Gene	GNBR::Q::Gene:Gene	0.06735920161008835
Hetionet::CtD::Compound:Disease	Hetionet::GpPW::Gene:Pathway	0.0673464834690094
GNBR::E+::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.06732171028852463
GNBR::E-::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.06718701869249344
Hetionet::GpBP::Gene:Biological Process	Hetionet::DpS::Disease:Symptom	0.06718063354492188
GNBR::U::Gene:Disease	STRING::INHIBITION::Gene:Gene	0.06708521395921707
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::Pa::Compound:Disease	0.06681358069181442
GNBR::Z::Compound:Gene	GNBR::E::Gene:Gene	0.06670650094747543
GNBR::Pa::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0664798766374588
GNBR::E-::Compound:Gene	GNBR::Q::Gene:Gene	0.06633806973695755
bioarx::DrugVirGen:Compound:Gene	GNBR::W::Gene:Gene	0.06625138223171234
GNBR::Sa::Compound:Disease	STRING::INHIBITION::Gene:Gene	0.06584532558917999
bioarx::HumGenHumGen:Gene:Gene	GNBR::E::Compound:Gene	0.06555187702178955
DRUGBANK::target::Compound:Gene	GNBR::W::Gene:Gene	0.06550753861665726
bioarx::VirGenHumGen:Gene:Gene	GNBR::H::Gene:Gene	0.06537525355815887
GNBR::H::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.06536097079515457
GNBR::E+::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.06514360010623932
GNBR::T::Compound:Disease	GNBR::E::Gene:Gene	0.06509100645780563
Hetionet::DlA::Disease:Anatomy	Hetionet::GpCC::Gene:Cellular Component	0.06498672068119049
GNBR::Pa::Compound:Disease	GNBR::E::Gene:Gene	0.06498030573129654
GNBR::Y::Gene:Disease	Hetionet::Gr>G::Gene:Gene	0.06493309140205383
bioarx::Covid2_acc_host_gene::Disease:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.06492151319980621
Hetionet::CrC::Compound:Compound	Hetionet::PCiC::Pharmacologic Class:Compound	0.06450629234313965
GNBR::N::Compound:Gene	GNBR::E+::Gene:Gene	0.06449563801288605
GNBR::B::Compound:Gene	GNBR::Rg::Gene:Gene	0.06447600573301315
GNBR::A-::Compound:Gene	GNBR::E+::Gene:Gene	0.06444484740495682
Hetionet::DpS::Disease:Symptom	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0641951933503151
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.06386152654886246
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::B::Gene:Gene	0.06384005397558212
GNBR::E::Gene:Gene	Hetionet::DuG::Disease:Gene	0.06370747089385986
DGIDB::ANTAGONIST::Gene:Compound	GNBR::in_tax::Gene:Tax	0.06360464543104172
GNBR::Q::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.06317542493343353
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::J::Compound:Disease	0.06305254250764847
DRUGBANK::carrier::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.06305216252803802
bioarx::HumGenHumGen:Gene:Gene	GNBR::N::Compound:Gene	0.06286107748746872
bioarx::HumGenHumGen:Gene:Gene	bioarx::DrugHumGen:Compound:Gene	0.06270541250705719
GNBR::U::Gene:Disease	Hetionet::Gr>G::Gene:Gene	0.06258741021156311
DRUGBANK::enzyme::Compound:Gene	GNBR::W::Gene:Gene	0.06258690357208252
GNBR::W::Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.06255869567394257
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::Gr>G::Gene:Gene	0.062362585216760635
GNBR::A+::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.06229680776596069
DRUGBANK::target::Compound:Gene	GNBR::E+::Gene:Gene	0.06218370422720909
DRUGBANK::x-atc::Compound:Atc	GNBR::U::Gene:Disease	0.062155552208423615
Hetionet::DlA::Disease:Anatomy	Hetionet::GpMF::Gene:Molecular Function	0.06213395670056343
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::in_tax::Gene:Tax	0.06196868047118187
GNBR::B::Gene:Gene	Hetionet::CrC::Compound:Compound	0.06193877384066582
GNBR::A-::Compound:Gene	Hetionet::DlA::Disease:Anatomy	0.0619204118847847
GNBR::Rg::Gene:Gene	GNBR::in_tax::Gene:Tax	0.061873942613601685
DRUGBANK::x-atc::Compound:Atc	Hetionet::GpBP::Gene:Biological Process	0.06185678392648697
GNBR::Q::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.061770450323820114
GNBR::E+::Gene:Gene	GNBR::in_tax::Gene:Tax	0.06172703206539154
INTACT::ASSOCIATION::Gene:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0616387203335762
DGIDB::AGONIST::Gene:Compound	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.06162364035844803
DRUGBANK::x-atc::Compound:Atc	STRING::ACTIVATION::Gene:Gene	0.06161542236804962
GNBR::E::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.06158716231584549
DRUGBANK::treats::Compound:Disease	GNBR::W::Gene:Gene	0.06155061721801758
GNBR::Rg::Gene:Gene	Hetionet::CbG::Compound:Gene	0.06149555370211601
Hetionet::GpCC::Gene:Cellular Component	STRING::EXPRESSION::Gene:Gene	0.06147252768278122
DGIDB::BINDER::Gene:Compound	Hetionet::DpS::Disease:Symptom	0.06140304356813431
GNBR::B::Gene:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.06137702241539955
GNBR::C::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.06134076416492462
GNBR::E::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.061173148453235626
DRUGBANK::x-atc::Compound:Atc	GNBR::Te::Gene:Disease	0.06095238775014877
Hetionet::Gr>G::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.06081094592809677
GNBR::N::Compound:Gene	GNBR::Rg::Gene:Gene	0.060701627284288406
bioarx::HumGenHumGen:Gene:Gene	GNBR::B::Compound:Gene	0.060671329498291016
DGIDB::ANTIBODY::Gene:Compound	Hetionet::Gr>G::Gene:Gene	0.060646094381809235
GNBR::L::Gene:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.060604214668273926
DGIDB::ANTIBODY::Gene:Compound	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.06030206009745598
DGIDB::ACTIVATOR::Gene:Compound	GNBR::in_tax::Gene:Tax	0.060261767357587814
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::T::Compound:Disease	0.060260217636823654
bioarx::DrugVirGen:Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.060113754123449326
STRING::REACTION::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.06010180711746216
GNBR::E+::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.06003633514046669
GNBR::Sa::Compound:Disease	GNBR::E::Gene:Gene	0.05986359342932701
GNBR::E::Gene:Gene	Hetionet::CuG::Compound:Gene	0.05977464094758034
bioarx::HumGenHumGen:Gene:Gene	Hetionet::CbG::Compound:Gene	0.05968988686800003
GNBR::B::Compound:Gene	GNBR::I::Gene:Gene	0.059646010398864746
GNBR::I::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.05963347107172012
DRUGBANK::enzyme::Compound:Gene	STRING::ACTIVATION::Gene:Gene	0.05957372486591339
bioarx::Covid2_acc_host_gene::Disease:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.05948435515165329
GNBR::T::Compound:Disease	STRING::ACTIVATION::Gene:Gene	0.059349287301301956
GNBR::I::Gene:Gene	Hetionet::GcG::Gene:Gene	0.059289876371622086
GNBR::V+::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.05924203246831894
INTACT::DIRECT INTERACTION::Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.059191763401031494
DRUGBANK::carrier::Compound:Gene	GNBR::E::Gene:Gene	0.058991774916648865
Hetionet::GpPW::Gene:Pathway	INTACT::COLOCALIZATION::Gene:Gene	0.05896639823913574
INTACT::ASSOCIATION::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.058654334396123886
bioarx::Covid2_acc_host_gene::Disease:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.058629170060157776
bioarx::Covid2_acc_host_gene::Disease:Gene	STRING::BINDING::Gene:Gene	0.05850663036108017
GNBR::H::Gene:Gene	Hetionet::DaG::Disease:Gene	0.05829152092337608
bioarx::HumGenHumGen:Gene:Gene	GNBR::Sa::Compound:Disease	0.058247022330760956
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::W::Gene:Gene	0.058227021247148514
bioarx::DrugVirGen:Compound:Gene	STRING::ACTIVATION::Gene:Gene	0.058226339519023895
Hetionet::GcG::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.058154959231615067
GNBR::Q::Gene:Gene	Hetionet::DrD::Disease:Disease	0.05810616910457611
INTACT::ASSOCIATION::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.05809136852622032
Hetionet::Gr>G::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.05800202116370201
GNBR::T::Compound:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.057847701013088226
bioarx::HumGenHumGen:Gene:Gene	GNBR::Mp::Compound:Disease	0.057798899710178375
Hetionet::DpS::Disease:Symptom	Hetionet::GpPW::Gene:Pathway	0.05764584243297577
bioarx::Covid2_acc_host_gene::Disease:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.05758698657155037
GNBR::E+::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.05756178870797157
Hetionet::CbG::Compound:Gene	STRING::ACTIVATION::Gene:Gene	0.05752046778798103
Hetionet::CrC::Compound:Compound	Hetionet::GpPW::Gene:Pathway	0.057470813393592834
GNBR::O::Compound:Gene	GNBR::E+::Gene:Gene	0.05744341015815735
DGIDB::MODULATOR::Gene:Compound	Hetionet::GiG::Gene:Gene	0.057342227548360825
Hetionet::GpPW::Gene:Pathway	Hetionet::CcSE::Compound:Side Effect	0.05717390030622482
GNBR::Te::Gene:Disease	STRING::INHIBITION::Gene:Gene	0.057114772498607635
GNBR::V+::Gene:Gene	Hetionet::CbG::Compound:Gene	0.057058870792388916
GNBR::E::Gene:Gene	Hetionet::GpMF::Gene:Molecular Function	0.05701635777950287
GNBR::D::Gene:Disease	Hetionet::GiG::Gene:Gene	0.056878674775362015
GNBR::B::Compound:Gene	GNBR::E+::Gene:Gene	0.05685589462518692
GNBR::T::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.056851089000701904
GNBR::Sa::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.056847862899303436
GNBR::E::Gene:Gene	Hetionet::GiG::Gene:Gene	0.056763019412755966
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::E+::Gene:Gene	0.056591831147670746
GNBR::E-::Compound:Gene	GNBR::Rg::Gene:Gene	0.056469302624464035
Hetionet::GpBP::Gene:Biological Process	STRING::EXPRESSION::Gene:Gene	0.05624862015247345
Hetionet::GiG::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.05622648075222969
GNBR::H::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.056116003543138504
GNBR::C::Compound:Disease	GNBR::Rg::Gene:Gene	0.05594736337661743
GNBR::Z::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.055751919746398926
GNBR::B::Gene:Gene	Hetionet::GpBP::Gene:Biological Process	0.055688221007585526
GNBR::A-::Compound:Gene	GNBR::Q::Gene:Gene	0.05561606585979462
DRUGBANK::x-atc::Compound:Atc	GNBR::D::Gene:Disease	0.05525929853320122
bioarx::HumGenHumGen:Gene:Gene	DRUGBANK::carrier::Compound:Gene	0.05521641671657562
bioarx::HumGenHumGen:Gene:Gene	DRUGBANK::enzyme::Compound:Gene	0.05513627082109451
GNBR::K::Compound:Gene	Hetionet::DlA::Disease:Anatomy	0.05506368353962898
GNBR::Z::Compound:Gene	GNBR::V+::Gene:Gene	0.0550013892352581
GNBR::W::Gene:Gene	GNBR::in_tax::Gene:Tax	0.054821982979774475
GNBR::A-::Compound:Gene	GNBR::Rg::Gene:Gene	0.05480056256055832
GNBR::in_tax::Gene:Tax	INTACT::CLEAVAGE REACTION::Gene:Gene	0.05470079183578491
GNBR::J::Compound:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.05443473905324936
GNBR::Ud::Gene:Disease	Hetionet::Gr>G::Gene:Gene	0.054360777139663696
Hetionet::CpD::Compound:Disease	STRING::CATALYSIS::Gene:Gene	0.05429432913661003
GNBR::E+::Compound:Gene	GNBR::V+::Gene:Gene	0.054254867136478424
GNBR::D::Gene:Disease	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.05415215343236923
GNBR::C::Compound:Disease	STRING::INHIBITION::Gene:Gene	0.0541161485016346
DGIDB::INHIBITOR::Gene:Compound	DRUGBANK::ddi-interactor-in::Compound:Compound	0.05390558019280434
GNBR::X::Gene:Disease	GNBR::W::Gene:Gene	0.05380556732416153
bioarx::HumGenHumGen:Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.05363298952579498
GNBR::O::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.05356155335903168
bioarx::DrugVirGen:Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.05350501090288162
INTACT::DIRECT INTERACTION::Compound:Gene	STRING::ACTIVATION::Gene:Gene	0.05344284325838089
GNBR::Te::Gene:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.05343067646026611
DGIDB::ANTIBODY::Gene:Compound	INTACT::ASSOCIATION::Gene:Gene	0.05333247408270836
GNBR::Q::Gene:Gene	Hetionet::DdG::Disease:Gene	0.053289078176021576
GNBR::A-::Compound:Gene	GNBR::V+::Gene:Gene	0.053241923451423645
bioarx::HumGenHumGen:Gene:Gene	GNBR::T::Compound:Disease	0.05323011055588722
Hetionet::GcG::Gene:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.05318979173898697
INTACT::ASSOCIATION::Compound:Gene	STRING::BINDING::Gene:Gene	0.05307009071111679
GNBR::W::Gene:Gene	Hetionet::CbG::Compound:Gene	0.053030386567115784
bioarx::Covid2_acc_host_gene::Disease:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.05280367285013199
GNBR::J::Gene:Disease	Hetionet::Gr>G::Gene:Gene	0.05276530608534813
bioarx::DrugHumGen:Compound:Gene	GNBR::W::Gene:Gene	0.0527125708758831
GNBR::I::Gene:Gene	Hetionet::GpCC::Gene:Cellular Component	0.052701450884342194
bioarx::Coronavirus_ass_host_gene::Disease:Gene	GNBR::C::Compound:Disease	0.05269366130232811
GNBR::E+::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.05255390703678131
Hetionet::DuG::Disease:Gene	INTACT::ASSOCIATION::Gene:Gene	0.052553270012140274
GNBR::Z::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.05243770033121109
GNBR::W::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.05237792432308197
Hetionet::CuG::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.052313707768917084
GNBR::Pr::Compound:Disease	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.052262432873249054
GNBR::E+::Gene:Gene	Hetionet::DuG::Disease:Gene	0.05220063775777817
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	INTACT::ASSOCIATION::Gene:Gene	0.05214822292327881
GNBR::E+::Compound:Gene	Hetionet::DlA::Disease:Anatomy	0.051976777613162994
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.051954131573438644
GNBR::E+::Gene:Gene	Hetionet::CuG::Compound:Gene	0.051896948367357254
Hetionet::AdG::Anatomy:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.05168462544679642
GNBR::W::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.05163394287228584
GNBR::Te::Gene:Disease	Hetionet::GiG::Gene:Gene	0.05159002169966698
bioarx::DrugHumGen:Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.051404938101768494
GNBR::X::Gene:Disease	STRING::INHIBITION::Gene:Gene	0.05133906751871109
DGIDB::CHANNEL BLOCKER::Gene:Compound	Hetionet::GiG::Gene:Gene	0.05128144845366478
Hetionet::DlA::Disease:Anatomy	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.05124930664896965
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::DaG::Disease:Gene	0.050936177372932434
GNBR::N::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0508820079267025
INTACT::ASSOCIATION::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.050743963569402695
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::GiG::Gene:Gene	0.050650399178266525
GNBR::E::Compound:Gene	Hetionet::DlA::Disease:Anatomy	0.05061402916908264
GNBR::J::Compound:Disease	STRING::INHIBITION::Gene:Gene	0.050413407385349274
GNBR::N::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.05037257820367813
INTACT::UBIQUITINATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.05035190284252167
GNBR::A-::Compound:Gene	GNBR::I::Gene:Gene	0.05026562511920929
GNBR::H::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.05023340508341789
bioarx::HumGenHumGen:Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.05015655234456062
DRUGBANK::treats::Compound:Disease	GNBR::E::Gene:Gene	0.050124574452638626
GNBR::E::Compound:Gene	GNBR::I::Gene:Gene	0.05012248083949089
bioarx::HumGenHumGen:Gene:Gene	GNBR::Pr::Compound:Disease	0.04999157413840294
DRUGBANK::treats::Compound:Disease	STRING::CATALYSIS::Gene:Gene	0.04997306317090988
GNBR::L::Gene:Disease	Hetionet::GiG::Gene:Gene	0.049946077167987823
DGIDB::PARTIAL AGONIST::Gene:Compound	STRING::PTMOD::Gene:Gene	0.04993116855621338
GNBR::E-::Compound:Gene	Hetionet::DlA::Disease:Anatomy	0.049747031182050705
GNBR::Md::Gene:Disease	GNBR::Rg::Gene:Gene	0.049573708325624466
DGIDB::AGONIST::Gene:Compound	GNBR::H::Gene:Gene	0.04943622648715973
Hetionet::AuG::Anatomy:Gene	INTACT::ASSOCIATION::Gene:Gene	0.04937101528048515
GNBR::Sa::Compound:Disease	GNBR::Rg::Gene:Gene	0.0493684858083725
GNBR::Pa::Compound:Disease	GNBR::Rg::Gene:Gene	0.04931478202342987
STRING::REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.04925662279129028
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.04925066605210304
Hetionet::GpPW::Gene:Pathway	INTACT::CLEAVAGE REACTION::Gene:Gene	0.04913398623466492
Hetionet::DuG::Disease:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.04912840202450752
bioarx::Covid2_acc_host_gene::Disease:Gene	DRUGBANK::treats::Compound:Disease	0.04907757788896561
Hetionet::GpBP::Gene:Biological Process	INTACT::CLEAVAGE REACTION::Gene:Gene	0.048944540321826935
GNBR::I::Gene:Gene	Hetionet::DpS::Disease:Symptom	0.048630401492118835
Hetionet::DuG::Disease:Gene	STRING::PTMOD::Gene:Gene	0.04856802150607109
GNBR::I::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.04852953925728798
Hetionet::GiG::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.04849020764231682
INTACT::ASSOCIATION::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.04840245097875595
GNBR::in_tax::Gene:Tax	Hetionet::AdG::Anatomy:Gene	0.048376116901636124
GNBR::V+::Gene:Gene	Hetionet::DuG::Disease:Gene	0.04818826913833618
GNBR::I::Gene:Gene	Hetionet::CbG::Compound:Gene	0.048187121748924255
GNBR::Pr::Compound:Disease	GNBR::I::Gene:Gene	0.048125576227903366
Hetionet::DdG::Disease:Gene	INTACT::ASSOCIATION::Gene:Gene	0.048090774565935135
INTACT::DIRECT INTERACTION::Gene:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.04804423078894615
GNBR::Q::Gene:Gene	Hetionet::GiG::Gene:Gene	0.04803690314292908
